id	orgName	QID	dbl_id
dbl_024_org_96	Packer Collegiate Institute	Q7122944	
dbl_024_org_97	Packer Collegiate Institute	Q7122944	
dbl_024_org_98	Diversity Awareness Initiative for Students	Q118127425	
dbl_024_org_99	Diversity Awareness Initiative for Students	Q118127425	
dbl_024_org_100	Packer Collegiate Institute	Q7122944	
dbl_024_org_101	Brearley School	Q4959748	
dbl_024_org_102	Horace Mann School	Q5901972	
dbl_024_org_103	Poly Prep Country Day School	Q7226112	
dbl_024_org_104	CNN	Q48340	
dbl_024_org_105	Diversity Awareness Initiative for Students	Q118127425	
dbl_024_org_106	Lincoln Civic Block Association	Q118593978	
dbl_024_org_107	Diversity Awareness Initiative for Students	Q118127425	
dbl_024_org_108	Lincoln Civic Block Association	Q118593978	
dbl_024_org_109	Brooklyn Chamber of Commerce	Q23091441	
dbl_024_org_110	Queens Chamber of Commerce	Q118593983	
dbl_024_org_111	Dartmouth College	Q49116	
dbl_024_org_112	Dartmouth College	Q49116	
dbl_024_org_113	Dartmouth College	Q49116	
dbl_024_org_114	Northwestern University	Q309350	
dbl_024_org_115	Dartmouth College	Q49116	
dbl_024_org_116	Dartmouth College	Q49116	
dbl_024_org_117	Dartmouth College	Q49116	
dbl_024_org_118	Dartmouth College	Q49116	
dbl_024_org_119	Dartmouth College	Q49116	
dbl_024_org_120	Dartmouth College	Q49116	
dbl_024_org_121	Dartmouth College	Q49116	
