id	placeName	QID	dbl_id	Coordinate Location
dbl_025_place_60	Hinman Mail Center	Q117840943		43.70166666666667,-72.28861111111111
dbl_025_place_61	Dartmouth College Dick's House	Q104906179		43.70877,-72.28693
dbl_025_place_63	Philadelphia	Q1345		39.952777777778,-75.163611111111
dbl_025_place_64	Seattle	Q5083		47.60621,-122.33207
dbl_025_place_65	White River Junction	Q1898562		43.6503,-72.3214
dbl_025_place_66	Boston	Q100		42.360277777777775,-71.05777777777777
dbl_025_place_67	Mount Holyoke College	Q1140542		42.255586,-72.574503
dbl_025_place_68	New York City	Q60		40.7,-74
dbl_025_place_69	Manhattan	Q11299		40.728333333333,-73.994166666667
dbl_025_place_70	Baker-Berry Library	Q4849183		43.70545,-72.2887
dbl_025_place_71	Baker-Berry Library	Q4849183		43.70545,-72.2887
dbl_025_place_72	Orozco Mural Room	Q98615173		43.7051989,-72.2889742
dbl_025_place_73	Dartmouth–Hitchcock Medical Center	Q14705324		43.6761,-72.2733
dbl_025_place_74	Africa	Q15		21.09375,7.1881
dbl_025_place_75	Sudan	Q1049		15,32
dbl_025_place_76	Africa	Q15		21.09375,7.1881
dbl_025_place_77	Boston	Q100		42.360277777777775,-71.05777777777777
dbl_025_place_78	Vietnam	Q881		16,108
dbl_025_place_79	New York City	Q60		40.7,-74
dbl_025_place_80	Africa	Q15		21.09375,7.1881
dbl_025_place_81	South America	Q18		-21,-59
dbl_025_place_82	New York City	Q60		40.7,-74
dbl_025_place_83	Rikers Island	Q120119		40.791666666667,-73.883333333333
dbl_025_place_84	Suffolk County	Q54065		40.94,-72.68
dbl_025_place_85	Nassau County	Q54064		40.747222222222,-73.638055555556
dbl_025_place_86	Crown Heights	Q1001474		41.64,-73.9319
dbl_025_place_87	New York City	Q60		40.7,-74
dbl_025_place_88	New England	Q18389		44.205555555556,-70.306425
dbl_025_place_89	Baker-Berry Library	Q4849183		43.70545,-72.2887
dbl_025_place_90	New Hampshire	Q759		44,-71.5
dbl_025_place_91	New Hampshire	Q759		44,-71.5
dbl_025_place_92	New Hampshire	Q759		44,-71.5
dbl_025_place_93	White River Junction	Q1898562		43.6503,-72.3214
dbl_025_place_94	Hanover	Q131908		43.7,-72.28333333333333
dbl_025_place_95	Class of 1978 Life Sciences Center	Q100723592		43.70902,-72.2838
dbl_025_place_96	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_025_place_97	Choate Cluster	Q101445656		43.707306,-72.291034
dbl_025_place_98	Nostrand Avenue	Q7061983		40.637666,-73.947676
dbl_025_place_99	Nostrand Avenue	Q7061983		40.637666,-73.947677
dbl_025_place_100	Ebbets Field	Q1278537		40.665,-73.9580556
dbl_025_place_101	Harlem	Q189074		40.8116,-73.9465
dbl_025_place_102	Harlem	Q189074		40.8116,-73.9466
dbl_025_place_103	Baker [Library]	Q115184517		43.704965,-72.288729
