id	placeName	QID	dbl_id	coordinate location
dbl_009_place_34	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_35	United States of America	Q30		39.828175,-98.5795
dbl_009_place_36	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_37	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_38	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_39	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_40	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_41	Columbus	Q239870		32.492222222222,-84.940277777778
dbl_009_place_42	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_43	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_44	Columbus	Q239870		32.492222222222,-84.940277777778
dbl_009_place_45	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_46	United States of America	Q30		39.828175,-98.5795
dbl_009_place_47	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_48	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_49	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_50	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_51	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_52	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_53	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_54	Michigan	Q1166		44.34,-85.58
dbl_009_place_55	Wisconsin	Q1537		44.5,-89.5
dbl_009_place_56	United States of America	Q30		39.828175,-98.5795
dbl_009_place_57	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_58	Cincinnati	Q43196		39.1,-84.5125
dbl_009_place_59	Cincinnati	Q43196		39.1,-84.5125
dbl_009_place_60	Hanover	Q131908		43.7,-72.28333333333333
dbl_009_place_61	Alabama	Q173		32.7,-86.7
dbl_009_place_62	Webster Hall	Q105045865		43.704469,72.288169
dbl_009_place_63	United States of America	Q30		39.828175,-98.5795
dbl_009_place_64	Webster Hall	Q105045865		43.704469,72.288169
dbl_009_place_65	South Africa	Q258		-29,24
dbl_009_place_66	Mozambique	Q1029		-19,35
dbl_009_place_67	Angola	Q916		-12.35,17.35
dbl_009_place_68	Hanover Inn Dartmouth	Q56427380		43.70224,-72.28899
dbl_009_place_69	Hanover Inn Dartmouth	Q56427380		43.70224,-72.28899
dbl_009_place_70	Hanover Inn Dartmouth	Q56427380		43.70224,-72.28899
dbl_009_place_71	The Green	Q7738117		43.7033,-72.2886
dbl_009_place_72	Parkhurst Hall	Q100952777		43.70404,-72.28995
dbl_009_place_73	Webster Hall	Q105045865		43.704469,72.288169
dbl_009_place_74	Wallace			
dbl_009_place_75	Webster Hall	Q105045865		43.704469,72.288169
dbl_009_place_76	Webster Hall	Q105045865		43.704469,72.288169
dbl_009_place_77	Wallace			
dbl_009_place_78	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dbl_009_place_79	United States of America	Q30		39.828175,-98.5795
dbl_009_place_80	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dbl_009_place_81	Dartmouth College	Q49116		43.703333333333,-72.288333333333
dbl_009_place_82	El-Hajj Malik El-Shabazz Center	Q104931609		43.70678140394604,-72.2898819546128
dbl_009_place_83	El-Hajj Malik El-Shabazz Center	Q104931609		43.70678140394604,-72.2898819546128
dbl_009_place_84	United States of America	Q30		39.828175,-98.5795
dbl_009_place_85	United States of America	Q30		39.828175,-98.5795
dbl_009_place_86	United States of America	Q30		39.828175,-98.5795
dbl_009_place_87	United States of America	Q30		39.828175,-98.5795
dbl_009_place_88	United States of America	Q30		39.828175,-98.5795
dbl_009_place_89	United States of America	Q30		39.828175,-98.5795
dbl_009_place_90	New York City	Q60		40.7,-74
dbl_009_place_91	London	Q84		51.507222222222,-0.1275
dbl_009_place_92	United States of America	Q30		39.828175,-98.5795
dbl_009_place_93	United States of America	Q30		39.828175,-98.5795
dbl_009_place_94	United States of America	Q30		39.828175,-98.5795
dbl_009_place_95	Africa			
dbl_009_place_96	United States of America	Q30		39.828175,-98.5795
dbl_009_place_97	Somalia	Q1045		6,47
dbl_009_place_98	Europe			
dbl_009_place_99	North Africa	Q27381		30.440741666667,9.6817138888889
dbl_009_place_100	Africa			
dbl_009_place_101	South Africa	Q258		-29,24
dbl_009_place_102	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_103	South Africa	Q258		-29,24
dbl_009_place_104	Saranga, Dar es Salaam	Q65330795		-6.7915,39.1466
dbl_009_place_105	United States of America	Q30		39.828175,-98.5795
dbl_009_place_106	United States of America	Q30		39.828175,-98.5795
dbl_009_place_107	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_108	Nigeria	Q1033		9,8
dbl_009_place_109	Ghana	Q117		8,-0.5
dbl_009_place_110	Saranga, Dar es Salaam	Q65330795		-6.7915,39.1466
dbl_009_place_111	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_112	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_113	Saranga, Dar es Salaam	Q65330795		-6.7915,39.1466
dbl_009_place_114	Nairobi	Q3870		-1.2863888888889,36.817222222222
dbl_009_place_115	Mombasa County	Q1112885		-4.05,39.666666666667
dbl_009_place_116	Mombasa	Q225641		-4.05,39.666666666667
dbl_009_place_117	Gambosi [Tanzania]			-2.606161, 33.806026
dbl_009_place_118	Gambosi	Q25618833		-2.606161, 33.806026
dbl_009_place_119	Moshi	Q271733		-3.3348833333333,37.340380555556
dbl_009_place_120	Dar es Salaam	Q1960		-6.816111111111111,39.280277777777776
dbl_009_place_121	Dar es Salaam	Q1960		-6.816111111111111,39.280277777777776
dbl_009_place_122	Tanzania	Q924		-6.3069444444444445,34.85388888888889
dbl_009_place_123	Rwanda	Q1037		-1.9402777777777778,29.87388888888889
dbl_009_place_124	Uganda	Q1036		1.28,32.39
dbl_009_place_125	Nairobi	Q3870		-1.2863888888889,36.817222222222
dbl_009_place_126	Dar es Salaam	Q1960		-6.816111111111111,39.280277777777776
dbl_009_place_127	Durban	Q5468		-29.858333333333,31.025
dbl_009_place_128	South Africa	Q258		-29,24
dbl_009_place_129	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_130	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_131	South Africa	Q258		-29,24
dbl_009_place_132	South Africa	Q258		-29,24
dbl_009_place_133	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_134	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_135	Chicago	Q1297		41.85003,-87.65005
dbl_009_place_136	Massachusetts	Q771		42.3,-71.8
dbl_009_place_137	United States of America	Q30		39.828175,-98.5795
dbl_009_place_138	United States of America	Q30		39.828175,-98.5795
dbl_009_place_139	People's Republic of China	Q148		35.844722222222224,103.45194444444445
dbl_009_place_140	Europe			
dbl_009_place_141	North Africa	Q27381		30.440741666667,9.6817138888889
dbl_009_place_142	United States of America	Q30		39.828175,-98.5795
dbl_009_place_143	Africa			
dbl_009_place_144	Europe			
dbl_009_place_145	Italy	Q38		42.5,12.5
dbl_009_place_146	Austria	Q40		48,14
dbl_009_place_147	Austria	Q40		48,14
dbl_009_place_148	Italy	Q38		42.5,12.5
dbl_009_place_149	Italy	Q38		42.5,12.5
dbl_009_place_150	Rome	Q220		41.893055555556,12.482777777778
dbl_009_place_151	Palermo	Q2656		38.115658055555556,13.361261944444445
dbl_009_place_152	Italy	Q38		42.5,12.5
dbl_009_place_153	Tunis	Q3572		36.800833333333,10.18
dbl_009_place_154	Tunis	Q3572		36.800833333333,10.18
dbl_009_place_155	Italy	Q38		42.5,12.5
dbl_009_place_156	Austria	Q40		48,14
dbl_009_place_157	Venice	Q641		45.439722222222,12.331944444444
dbl_009_place_158	Italy	Q38		42.5,12.5
dbl_009_place_159	Venice	Q641		45.439722222222,12.331944444444
dbl_009_place_160	Tunis	Q3572		36.800833333333,10.18
dbl_009_place_161	Eastern Algeria			27.451594, 8.196500
dbl_009_place_162	Prague	Q1085		50.0875,14.421388888888888
dbl_009_place_163	Czechoslovakia	Q33946		50.083333333333,14.416666666667
dbl_009_place_164	London	Q84		51.507222222222,-0.1275
dbl_009_place_165	Paris	Q90		48.85666666666667,2.352222222222222
dbl_009_place_166	Frankfurt am Main	Q1794		50.11055555555556,8.682222222222222
dbl_009_place_167	United States of America	Q30		39.828175,-98.5795
dbl_009_place_168	Accra	Q3761		5.533333333333333,-0.21666666666666667
dbl_009_place_169	London	Q84		51.507222222222,-0.1275
dbl_009_place_170	Accra	Q3761		5.533333333333333,-0.21666666666666667
dbl_009_place_171	Turkey	Q43		39,36
dbl_009_place_172	Turkey	Q43		39,36
