id	placeName	QID	dbl_id	coordinate location
dbl_005_place_74	Hanover	Q131908		43.7,-72.28333333333333
dbl_005_place_75	Chicago	Q1297		41.85003,-87.65005
dbl_005_place_76	Vietnam	Q881		16,108
dbl_005_place_77	Vietnam	Q881		16,108
dbl_005_place_78	Jersey City	Q26339		40.71,-74.06
dbl_005_place_79	Jersey City	Q26339		40.71,-74.06
dbl_005_place_80	Roxbury	Q20138		42.325,-71.095277777778
dbl_005_place_81	Jersey City	Q26339		40.71,-74.06
dbl_005_place_82	Hanover	Q131908		43.7,-72.28333333333333
dbl_005_place_83	Chicago	Q1297		41.85003,-87.65005
dbl_005_place_84	Chicago	Q1297		41.85003,-87.65005
dbl_005_place_85	Lebanon Airport	Q35274097		33.99204,-96.91584
dbl_005_place_86	Chicago	Q1297		41.85003,-87.65005
dbl_005_place_87	State Street	Q986343		41.8821,-87.6278
dbl_005_place_88	Chicago	Q1297		41.85003,-87.65005
dbl_005_place_89	Stateway Gardens	Q7604064		41.82722222,-87.62777778
dbl_005_place_90	Dartmouth College	Q5028697		43.703333333333,-72.288333333333
dbl_005_place_91	University of Oxford	Q34433		51.755,-1.255
dbl_005_place_92	Chicago	Q1297		41.85003,-87.65005
dbl_005_place_93	University of Cambridge	Q35794		52.205355979757925,0.11315726963968827
dbl_005_place_94	Boston	Q100		42.360277777777775,-71.05777777777777
